VMV_CODE,VARIABLE_CODE,VARIABLE,VARIABLE_FR,VARIABLE_TYPE,VARIABLE_TYPE_FR,UNIT_UNITÉ,UNIT_NAME,UNITÉ_NOM,METHOD_CODE,METHOD_TITLE,MÉTHODE_TITRE,,,,,,,,
100791,391,BERYLLIUM DISSOLVED,BÉRYLLIUM DISSOUS,METAL,MÉTAUX,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,2725,"METALS, DISSOLVED: FILTERED AND PRESERVED SAMPLES ANALYZED BY ICP-AES.",MÉTAUX DISSOUS - ÉCHANTILLONS FILTRÉS ET PRÉSERVÉS ANALYSÉS PAR ICP-AES,,,,,,,,
100792,2695,CALCIUM DISSOLVED,CALCIUM DISSOUS,MAJOR IONS,IONS MAJEURS,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,2725,"METALS, DISSOLVED: FILTERED AND PRESERVED SAMPLES ANALYZED BY ICP-AES.",MÉTAUX DISSOUS - ÉCHANTILLONS FILTRÉS ET PRÉSERVÉS ANALYSÉS PAR ICP-AES,,,,,,,,
100793,887,ZINC DISSOLVED,ZINC DISSOUS,METAL,MÉTAUX,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,2725,"METALS, DISSOLVED: FILTERED AND PRESERVED SAMPLES ANALYZED BY ICP-AES.",MÉTAUX DISSOUS - ÉCHANTILLONS FILTRÉS ET PRÉSERVÉS ANALYSÉS PAR ICP-AES,,,,,,,,
100794,467,COPPER DISSOLVED,CUIVRE DISSOUS,METAL,MÉTAUX,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,2725,"METALS, DISSOLVED: FILTERED AND PRESERVED SAMPLES ANALYZED BY ICP-AES.",MÉTAUX DISSOUS - ÉCHANTILLONS FILTRÉS ET PRÉSERVÉS ANALYSÉS PAR ICP-AES,,,,,,,,
100795,348,SILVER DISSOLVED,ARGENT DISSOUS,METAL,MÉTAUX,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,2725,"METALS, DISSOLVED: FILTERED AND PRESERVED SAMPLES ANALYZED BY ICP-AES.",MÉTAUX DISSOUS - ÉCHANTILLONS FILTRÉS ET PRÉSERVÉS ANALYSÉS PAR ICP-AES,,,,,,,,
100796,678,LEAD DISSOLVED,PLOMB DISSOUS,METAL,MÉTAUX,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,2725,"METALS, DISSOLVED: FILTERED AND PRESERVED SAMPLES ANALYZED BY ICP-AES.",MÉTAUX DISSOUS - ÉCHANTILLONS FILTRÉS ET PRÉSERVÉS ANALYSÉS PAR ICP-AES,,,,,,,,
100798,856,TITANIUM DISSOLVED,TITANE DISSOUS,METAL,MÉTAUX,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,2725,"METALS, DISSOLVED: FILTERED AND PRESERVED SAMPLES ANALYZED BY ICP-AES.",MÉTAUX DISSOUS - ÉCHANTILLONS FILTRÉS ET PRÉSERVÉS ANALYSÉS PAR ICP-AES,,,,,,,,
100799,409,CADMIUM DISSOLVED,CADMIUM DISSOUS,METAL,MÉTAUX,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,2725,"METALS, DISSOLVED: FILTERED AND PRESERVED SAMPLES ANALYZED BY ICP-AES.",MÉTAUX DISSOUS - ÉCHANTILLONS FILTRÉS ET PRÉSERVÉS ANALYSÉS PAR ICP-AES,,,,,,,,
100800,453,COBALT DISSOLVED,COBALT DISSOUS,METAL,MÉTAUX,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,2725,"METALS, DISSOLVED: FILTERED AND PRESERVED SAMPLES ANALYZED BY ICP-AES.",MÉTAUX DISSOUS - ÉCHANTILLONS FILTRÉS ET PRÉSERVÉS ANALYSÉS PAR ICP-AES,,,,,,,,
100801,607,NICKEL DISSOLVED,NICKEL DISSOUS,METAL,MÉTAUX,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,2725,"METALS, DISSOLVED: FILTERED AND PRESERVED SAMPLES ANALYZED BY ICP-AES.",MÉTAUX DISSOUS - ÉCHANTILLONS FILTRÉS ET PRÉSERVÉS ANALYSÉS PAR ICP-AES,,,,,,,,
100803,2697,POTASSIUM DISSOLVED,POTASSIUM DISSOUS,MAJOR IONS,IONS MAJEURS,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,2725,"METALS, DISSOLVED: FILTERED AND PRESERVED SAMPLES ANALYZED BY ICP-AES.",MÉTAUX DISSOUS - ÉCHANTILLONS FILTRÉS ET PRÉSERVÉS ANALYSÉS PAR ICP-AES,,,,,,,,
100804,588,MANGANESE DISSOLVED,MANGANÈSE DISSOUS,METAL,MÉTAUX,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,2725,"METALS, DISSOLVED: FILTERED AND PRESERVED SAMPLES ANALYZED BY ICP-AES.",MÉTAUX DISSOUS - ÉCHANTILLONS FILTRÉS ET PRÉSERVÉS ANALYSÉS PAR ICP-AES,,,,,,,,
100805,516,IRON DISSOLVED,FER DISSOUS,METAL,MÉTAUX,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,2725,"METALS, DISSOLVED: FILTERED AND PRESERVED SAMPLES ANALYZED BY ICP-AES.",MÉTAUX DISSOUS - ÉCHANTILLONS FILTRÉS ET PRÉSERVÉS ANALYSÉS PAR ICP-AES,,,,,,,,
100879,856,TITANIUM DISSOLVED,TITANE DISSOUS,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,2728,"METALS, DISSOLVED: FILTERED AND PRESERVED SAMPLES ANALYZED BY ICP-MS.",MÉTAUX DISSOUS - ÉCHANTILLONS FILTRÉS ET PRÉSERVÉS ANALYSÉS PAR ICP-MS,,,,,,,,
100888,810,TIN DISSOLVED,ÉTAIN DISSOUS,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,2728,"METALS, DISSOLVED: FILTERED AND PRESERVED SAMPLES ANALYZED BY ICP-MS.",MÉTAUX DISSOUS - ÉCHANTILLONS FILTRÉS ET PRÉSERVÉS ANALYSÉS PAR ICP-MS,,,,,,,,
100894,2733,URANIUM EXTRACTABLE,URANIUM EXTRACTIBLE,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,2729,"METALS, EXTRACTABLE: HNO3 PRESERVED SAMPLES ARE ANALYZED BY ICP-MS.",MÉTAUX EXTRACTIBLES - ÉCHANTILLONS FILTRÉS ET PRÉSERVÉS ANALYSÉS PAR ICP-MS,,,,,,,,
100913,780,SELENIUM EXTRACTABLE,SÉLÉNIUM EXTRACTIBLE,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,2729,"METALS, EXTRACTABLE: HNO3 PRESERVED SAMPLES ARE ANALYZED BY ICP-MS.",MÉTAUX EXTRACTIBLES - ÉCHANTILLONS FILTRÉS ET PRÉSERVÉS ANALYSÉS PAR ICP-MS,,,,,,,,
100916,811,TIN EXTRACTABLE,ÉTAIN EXTRACTIBLE,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,2729,"METALS, EXTRACTABLE: HNO3 PRESERVED SAMPLES ARE ANALYZED BY ICP-MS.",MÉTAUX EXTRACTIBLES - ÉCHANTILLONS FILTRÉS ET PRÉSERVÉS ANALYSÉS PAR ICP-MS,,,,,,,,
100919,860,THALLIUM EXTRACTABLE,THALLIUM EXTRACTIBLE,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,2729,"METALS, EXTRACTABLE: HNO3 PRESERVED SAMPLES ARE ANALYZED BY ICP-MS.",MÉTAUX EXTRACTIBLES - ÉCHANTILLONS FILTRÉS ET PRÉSERVÉS ANALYSÉS PAR ICP-MS,,,,,,,,
101168,864,TURBIDITY,TURBIDITÉ,PHYSICAL,PHYSIQUE,NTU,NEPHELOMETRIC TURBIDITY UNITS,UNITÉ DE TURBIDITÉ NÉPHÉLOMÈTRIQUE,2752,TURBIDITY: DETERMINED BY COMPARISON OF LIGHT OF SAMPLE AND STANDARD,TURBIDITÉ : DÉTERMINATION PAR COMPARAISON DE LA LUMIÈRE DE L'ÉCHANTILLON PAR RAPPORT À UN STANDARD,,,,,,,,
101174,943,SOLIDS SUSPENDED,SOLIDES EN SUSPENSION,PHYSICAL,PHYSIQUE,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,2756,"SOLIDS: SUSPENDED, DISSOLVED & TOTAL: SAMPLE IS FILTERED AND DRIED",MATIÈRES EN SUSPENSION DISSOUTES ET TOTALES : L'ÉCHANTILLON EST FILTRÉ ET SÉCHÉ,,,,,,,,
101252,475,CARBON DISSOLVED INORGANIC,CARBONE INORGANIQUE DISSOUS,CARBON,CARBONE,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,2799,"CARBON, DISSOLVED INORGANIC: INJECTION INTO ACID REACTOR, IR ANALYSIS.",,,,,,,,,
101946,2768,"POTASSIUM, UNFILTERED","POTASSIUM, NON-FILTRÉ",MAJOR IONS,IONS MAJEURS,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,2855,ANALYSIS OF K AND NA IN UNFILTERED SAMPLES BY AAS (MAJOR IONS),ANALYSE DU POTASSIUM ET DU SODIUM DANS DES ÉCHANTILLONS NON-FILTRÉS PAR AAS (IONS MAJEURS),,,,,,,,
101947,2769,"SODIUM, UNFILTERED","SODIUM, NON-FILTRÉ",MAJOR IONS,IONS MAJEURS,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,2855,ANALYSIS OF K AND NA IN UNFILTERED SAMPLES BY AAS (MAJOR IONS),ANALYSE DU POTASSIUM ET DU SODIUM DANS DES ÉCHANTILLONS NON-FILTRÉS PAR AAS (IONS MAJEURS),,,,,,,,
102075,516,IRON DISSOLVED,FER DISSOUS,METAL,MÉTAUX,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,2728,"METALS, DISSOLVED: FILTERED AND PRESERVED SAMPLES ANALYZED BY ICP-MS.",MÉTAUX DISSOUS - ÉCHANTILLONS FILTRÉS ET PRÉSERVÉS ANALYSÉS PAR ICP-MS,,,,,,,,
102082,517,IRON EXTRACTABLE,FER EXTRACTIBLE,METAL,MÉTAUX,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,2729,"METALS, EXTRACTABLE: HNO3 PRESERVED SAMPLES ARE ANALYZED BY ICP-MS.",MÉTAUX EXTRACTIBLES - ÉCHANTILLONS FILTRÉS ET PRÉSERVÉS ANALYSÉS PAR ICP-MS,,,,,,,,
102558,437,COLOUR APPARENT,COULEUR APPARENTE,PHYSICAL,PHYSIQUE,CTU,COLOUR TRUE UNITS,UNITÉ DE COULEUR VRAIE,2881,AUTOMATED DETERMINATION OF APPARENT COLOUR BY PLATINUM-COBALT STANDARD,DÉTERMINATION AUTOMATISÉE DE LA COULEUR APPARENTE À L'AIDE D'UN STANDARD PLATINE-COBALT,,,,,,,,
102615,628,DISSOLVED NITRITE/NITRATE,NITRITES/NITRATES DISSOUS,NITROGEN,AZOTE,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,2884,NITRATE PLUS NITRITE BY FLOW INJECTION ANALYSIS,NITRITES ET NITRATES PAR LA TECHNIQUE FIA,,,,,,,,
102951,604,AMMONIA DISSOLVED,AMMONIAC DISSOUS,NITROGEN,AZOTE,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,2912,ANALYSIS OF ANIONS AND CATIONS BY SUPPRESSED ION CHROMATOGRAPHY,ANALYSE DES ANIONS ET DES CATIONS PAR CHROMATOGRAPHIE IONIQUE À SUPPRESSION CHIMIQUE,,,,,,,,
102952,404,CALCIUM DISSOLVED/FILTERED,CALCIUM DISSOUS/FILTRÉ,MAJOR IONS,IONS MAJEURS,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,2912,ANALYSIS OF ANIONS AND CATIONS BY SUPPRESSED ION CHROMATOGRAPHY,ANALYSE DES ANIONS ET DES CATIONS PAR CHROMATOGRAPHIE IONIQUE À SUPPRESSION CHIMIQUE,,,,,,,,
102953,581,MAGNESIUM DISSOLVED/FILTERED,MAGNÉSIUM DISSOUS/FILTRÉ,MAJOR IONS,IONS MAJEURS,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,2912,ANALYSIS OF ANIONS AND CATIONS BY SUPPRESSED ION CHROMATOGRAPHY,ANALYSE DES ANIONS ET DES CATIONS PAR CHROMATOGRAPHIE IONIQUE À SUPPRESSION CHIMIQUE,,,,,,,,
102954,565,POTASSIUM DISSOLVED/FILTERED,POTASSIUM DISSOUS/FILTRÉ,MAJOR IONS,IONS MAJEURS,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,2912,ANALYSIS OF ANIONS AND CATIONS BY SUPPRESSED ION CHROMATOGRAPHY,ANALYSE DES ANIONS ET DES CATIONS PAR CHROMATOGRAPHIE IONIQUE À SUPPRESSION CHIMIQUE,,,,,,,,
102955,600,SODIUM DISSOLVED/FILTERED,SODIUM DISSOUS/FILTRÉ,MAJOR IONS,IONS MAJEURS,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,2912,ANALYSIS OF ANIONS AND CATIONS BY SUPPRESSED ION CHROMATOGRAPHY,ANALYSE DES ANIONS ET DES CATIONS PAR CHROMATOGRAPHIE IONIQUE À SUPPRESSION CHIMIQUE,,,,,,,,
103364,350,SILVER TOTAL,ARGENT TOTAL,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,2960,"TOTAL METALS IN WATER USING ""IN BOTTLE"" DIGESTION","MÉTAUX TOTAUX DANS L'EAU, DIGESTION ""EN BOUTEILLE""",,,,,,,,
103365,373,ALUMINUM TOTAL,ALUMINIUM TOTAL,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,2960,"TOTAL METALS IN WATER USING ""IN BOTTLE"" DIGESTION","MÉTAUX TOTAUX DANS L'EAU, DIGESTION ""EN BOUTEILLE""",,,,,,,,
103366,401,BORON TOTAL,BORE TOTAL,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,2960,"TOTAL METALS IN WATER USING ""IN BOTTLE"" DIGESTION","MÉTAUX TOTAUX DANS L'EAU, DIGESTION ""EN BOUTEILLE""",,,,,,,,
103367,388,BARIUM TOTAL,BARYUM TOTAL,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,2960,"TOTAL METALS IN WATER USING ""IN BOTTLE"" DIGESTION","MÉTAUX TOTAUX DANS L'EAU, DIGESTION ""EN BOUTEILLE""",,,,,,,,
103368,393,BERYLLIUM TOTAL,BÉRYLLIUM TOTAL,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,2960,"TOTAL METALS IN WATER USING ""IN BOTTLE"" DIGESTION","MÉTAUX TOTAUX DANS L'EAU, DIGESTION ""EN BOUTEILLE""",,,,,,,,
103369,412,CADMIUM TOTAL,CADMIUM TOTAL,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,2960,"TOTAL METALS IN WATER USING ""IN BOTTLE"" DIGESTION","MÉTAUX TOTAUX DANS L'EAU, DIGESTION ""EN BOUTEILLE""",,,,,,,,
103370,456,COBALT TOTAL,COBALT TOTAL,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,2960,"TOTAL METALS IN WATER USING ""IN BOTTLE"" DIGESTION","MÉTAUX TOTAUX DANS L'EAU, DIGESTION ""EN BOUTEILLE""",,,,,,,,
103371,463,CHROMIUM TOTAL,CHROME TOTAL,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,2960,"TOTAL METALS IN WATER USING ""IN BOTTLE"" DIGESTION","MÉTAUX TOTAUX DANS L'EAU, DIGESTION ""EN BOUTEILLE""",,,,,,,,
103372,470,COPPER TOTAL,CUIVRE TOTAL,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,2960,"TOTAL METALS IN WATER USING ""IN BOTTLE"" DIGESTION","MÉTAUX TOTAUX DANS L'EAU, DIGESTION ""EN BOUTEILLE""",,,,,,,,
103373,3135,"GALLIUM, TOTAL","GALLIUM, TOTAL",METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,2960,"TOTAL METALS IN WATER USING ""IN BOTTLE"" DIGESTION","MÉTAUX TOTAUX DANS L'EAU, DIGESTION ""EN BOUTEILLE""",,,,,,,,
103374,1006,LANTHANUM TOTAL,LANTHANE TOTAL,RARE EARTH,TERRES RARES,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,2960,"TOTAL METALS IN WATER USING ""IN BOTTLE"" DIGESTION","MÉTAUX TOTAUX DANS L'EAU, DIGESTION ""EN BOUTEILLE""",,,,,,,,
103375,576,LITHIUM TOTAL,LITHIUM TOTAL,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,2960,"TOTAL METALS IN WATER USING ""IN BOTTLE"" DIGESTION","MÉTAUX TOTAUX DANS L'EAU, DIGESTION ""EN BOUTEILLE""",,,,,,,,
103376,591,MANGANESE TOTAL,MANGANÈSE TOTAL,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,2960,"TOTAL METALS IN WATER USING ""IN BOTTLE"" DIGESTION","MÉTAUX TOTAUX DANS L'EAU, DIGESTION ""EN BOUTEILLE""",,,,,,,,
103377,595,MOLYBDENUM TOTAL,MOLYBDÈNE TOTAL,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,2960,"TOTAL METALS IN WATER USING ""IN BOTTLE"" DIGESTION","MÉTAUX TOTAUX DANS L'EAU, DIGESTION ""EN BOUTEILLE""",,,,,,,,
103378,610,NICKEL TOTAL,NICKEL TOTAL,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,2960,"TOTAL METALS IN WATER USING ""IN BOTTLE"" DIGESTION","MÉTAUX TOTAUX DANS L'EAU, DIGESTION ""EN BOUTEILLE""",,,,,,,,
103379,683,LEAD TOTAL,PLOMB TOTAL,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,2960,"TOTAL METALS IN WATER USING ""IN BOTTLE"" DIGESTION","MÉTAUX TOTAUX DANS L'EAU, DIGESTION ""EN BOUTEILLE""",,,,,,,,
103380,1008,RUBIDIUM TOTAL,RUBIDIUM TOTAL,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,2960,"TOTAL METALS IN WATER USING ""IN BOTTLE"" DIGESTION","MÉTAUX TOTAUX DANS L'EAU, DIGESTION ""EN BOUTEILLE""",,,,,,,,
103381,766,ANTIMONY TOTAL,ANTIMOINE TOTAL,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,2960,"TOTAL METALS IN WATER USING ""IN BOTTLE"" DIGESTION","MÉTAUX TOTAUX DANS L'EAU, DIGESTION ""EN BOUTEILLE""",,,,,,,,
103382,823,STRONTIUM TOTAL,STRONTIUM TOTAL,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,2960,"TOTAL METALS IN WATER USING ""IN BOTTLE"" DIGESTION","MÉTAUX TOTAUX DANS L'EAU, DIGESTION ""EN BOUTEILLE""",,,,,,,,
103383,861,THALLIUM TOTAL,THALLIUM TOTAL,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,2960,"TOTAL METALS IN WATER USING ""IN BOTTLE"" DIGESTION","MÉTAUX TOTAUX DANS L'EAU, DIGESTION ""EN BOUTEILLE""",,,,,,,,
103384,2725,URANIUM TOTAL,URANIUM TOTAL,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,2960,"TOTAL METALS IN WATER USING ""IN BOTTLE"" DIGESTION","MÉTAUX TOTAUX DANS L'EAU, DIGESTION ""EN BOUTEILLE""",,,,,,,,
103385,878,VANADIUM TOTAL,VANADIUM TOTAL,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,2960,"TOTAL METALS IN WATER USING ""IN BOTTLE"" DIGESTION","MÉTAUX TOTAUX DANS L'EAU, DIGESTION ""EN BOUTEILLE""",,,,,,,,
103386,890,ZINC TOTAL,ZINC TOTAL,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,2960,"TOTAL METALS IN WATER USING ""IN BOTTLE"" DIGESTION","MÉTAUX TOTAUX DANS L'EAU, DIGESTION ""EN BOUTEILLE""",,,,,,,,
103387,519,IRON TOTAL,FER TOTAL,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,2960,"TOTAL METALS IN WATER USING ""IN BOTTLE"" DIGESTION","MÉTAUX TOTAUX DANS L'EAU, DIGESTION ""EN BOUTEILLE""",,,,,,,,
103668,549,MERCURY TOTAL,MERCURE TOTAL,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,2998,TOTAL MERCURY BY COLD VAPOR-ATOMIC FLUORESCENCE SPECTROMETRY (CVAFS),MERCURE TOTAL PAR SPECTROMÉTRIE DE FLUORESCENCE ATOMIQUE À VAPEUR FROIDE (CVASF) - EAU NON-FILTRÉE,,,,,,,,
103669,370,ALUMINUM DISSOLVED,ALUMINIUM DISSOUS,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,3007,"DISSOLVED METALS IN WATER BY ""IN-BOTTLE"" DIGESTION","MÉTAUX DISSOUS DANS L'EAU, DIGESTION ""EN BOUTEILLE""",,,,,,,,
103674,516,IRON DISSOLVED,FER DISSOUS,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,3007,"DISSOLVED METALS IN WATER BY ""IN-BOTTLE"" DIGESTION","MÉTAUX DISSOUS DANS L'EAU, DIGESTION ""EN BOUTEILLE""",,,,,,,,
103675,348,SILVER DISSOLVED,ARGENT DISSOUS,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,3007,"DISSOLVED METALS IN WATER BY ""IN-BOTTLE"" DIGESTION","MÉTAUX DISSOUS DANS L'EAU, DIGESTION ""EN BOUTEILLE""",,,,,,,,
103678,399,BORON DISSOLVED,BORE DISSOUS,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,3007,"DISSOLVED METALS IN WATER BY ""IN-BOTTLE"" DIGESTION","MÉTAUX DISSOUS DANS L'EAU, DIGESTION ""EN BOUTEILLE""",,,,,,,,
103679,386,BARIUM DISSOLVED,BARYUM DISSOUS,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,3007,"DISSOLVED METALS IN WATER BY ""IN-BOTTLE"" DIGESTION","MÉTAUX DISSOUS DANS L'EAU, DIGESTION ""EN BOUTEILLE""",,,,,,,,
103680,391,BERYLLIUM DISSOLVED,BÉRYLLIUM DISSOUS,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,3007,"DISSOLVED METALS IN WATER BY ""IN-BOTTLE"" DIGESTION","MÉTAUX DISSOUS DANS L'EAU, DIGESTION ""EN BOUTEILLE""",,,,,,,,
103681,1050,BISMUTH DISSOLVED,BISMUTH DISSOUS,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,3007,"DISSOLVED METALS IN WATER BY ""IN-BOTTLE"" DIGESTION","MÉTAUX DISSOUS DANS L'EAU, DIGESTION ""EN BOUTEILLE""",,,,,,,,
103682,409,CADMIUM DISSOLVED,CADMIUM DISSOUS,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,3007,"DISSOLVED METALS IN WATER BY ""IN-BOTTLE"" DIGESTION","MÉTAUX DISSOUS DANS L'EAU, DIGESTION ""EN BOUTEILLE""",,,,,,,,
103683,3327,CERIUM DISSOLVED,CÉRIUM DISSOUS,RARE EARTH,TERRES RARES,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,3007,"DISSOLVED METALS IN WATER BY ""IN-BOTTLE"" DIGESTION","MÉTAUX DISSOUS DANS L'EAU, DIGESTION ""EN BOUTEILLE""",,,,,,,,
103684,453,COBALT DISSOLVED,COBALT DISSOUS,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,3007,"DISSOLVED METALS IN WATER BY ""IN-BOTTLE"" DIGESTION","MÉTAUX DISSOUS DANS L'EAU, DIGESTION ""EN BOUTEILLE""",,,,,,,,
103685,460,CHROMIUM DISSOLVED,CHROME DISSOUS,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,3007,"DISSOLVED METALS IN WATER BY ""IN-BOTTLE"" DIGESTION","MÉTAUX DISSOUS DANS L'EAU, DIGESTION ""EN BOUTEILLE""",,,,,,,,
103686,2634,CESIUM DISSOLVED,CÉSIUM DISSOUS,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,3007,"DISSOLVED METALS IN WATER BY ""IN-BOTTLE"" DIGESTION","MÉTAUX DISSOUS DANS L'EAU, DIGESTION ""EN BOUTEILLE""",,,,,,,,
103687,467,COPPER DISSOLVED,CUIVRE DISSOUS,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,3007,"DISSOLVED METALS IN WATER BY ""IN-BOTTLE"" DIGESTION","MÉTAUX DISSOUS DANS L'EAU, DIGESTION ""EN BOUTEILLE""",,,,,,,,
103688,2840,"GALLIUM, DISSOLVED - GA","GALLIUM, DISSOUS - GA",METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,3007,"DISSOLVED METALS IN WATER BY ""IN-BOTTLE"" DIGESTION","MÉTAUX DISSOUS DANS L'EAU, DIGESTION ""EN BOUTEILLE""",,,,,,,,
103689,2842,LANTHANUM DISSOLVED,LANTHANE DISSOUS,RARE EARTH,TERRES RARES,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,3007,"DISSOLVED METALS IN WATER BY ""IN-BOTTLE"" DIGESTION","MÉTAUX DISSOUS DANS L'EAU, DIGESTION ""EN BOUTEILLE""",,,,,,,,
103690,574,LITHIUM DISSOLVED,LITHIUM DISSOUS,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,3007,"DISSOLVED METALS IN WATER BY ""IN-BOTTLE"" DIGESTION","MÉTAUX DISSOUS DANS L'EAU, DIGESTION ""EN BOUTEILLE""",,,,,,,,
